system_name,task,env_name,run_id,episode_return,win_rate,time_series_total,num_minibatches,ent_coef,actor_lr,max_grad_norm,clip_eps,ppo_epochs,recurrent_chunk_size,critic_lr,num_envs,num_updates,num_evaluation
ff_ppo_central,medium-4ag-hard,rware,CEN-28357,0.0,,0.65625,8,0.0,0.0001,0.5,0.05,2,,0.00025,64,1220,122
ff_ppo_central,large-4ag-hard,rware,CEN-28169,0.0,,0.3125,8,0.01,0.0001,10.0,0.2,8,,0.0005,64,1220,122
ff_ppo_central,medium-4ag,rware,CEN-28422,0.0,,0.96875,8,0.01,0.0001,10.0,0.1,4,,0.0005,64,1220,122
ff_ppo_central,large-4ag,rware,CEN-28246,0.03125,,0.65625,2,0.0,0.0001,10.0,0.05,8,,0.00025,64,1220,122
ff_ppo_central,xlarge-4ag,rware,CEN-28087,0.03125,,0.5,2,0.0,0.0001,10.0,0.1,8,,0.0001,64,1220,122
ff_ppo_central,xlarge-4ag-hard,rware,CEN-28103,0.0,,0.1875,8,1e-05,0.0001,0.5,0.05,2,,0.0001,64,1220,122
ff_ppo_central,8x8-2p-2f-coop,lbf,CEN-28107,1.0,,118.140625,4,0.0,0.0005,5.0,0.2,4,,0.00025,64,1220,122
ff_ppo_central,3s_vs_5z,smax,CEN-28029,1.827291488647461,,168.6983112692833,8,1e-05,0.0005,0.5,0.1,4,,0.00025,64,1220,122
ff_ppo_central,con-5x5x3a,vector-connector,CEN-28035,0.809687614440918,,90.20532359182835,8,1e-05,0.00025,0.5,0.1,8,,0.00025,64,1220,122
ff_ppo_central,small-4ag-hard,rware,CEN-27969,0.0,,0.8125,2,0.01,0.0001,10.0,0.1,4,,0.0005,64,1220,122
ff_ppo_central,tiny-4ag-hard,rware,CEN-27795,0.875,,56.84375,2,1e-05,0.0005,5.0,0.2,4,,0.00025,64,1220,122
ff_ppo_central,tiny-2ag-hard,rware,CEN-27785,9.3125,,597.15625,8,0.0,0.00025,0.5,0.1,8,,0.00025,64,1220,122
ff_ppo_central,tiny-2ag,rware,CEN-27694,14.96875,,902.65625,8,0.01,0.0005,0.5,0.2,4,,0.00025,64,1220,122
ff_ppo_central,tiny-4ag,rware,CEN-27665,3.9375,,166.25,4,0.01,0.0005,0.5,0.2,4,,0.00025,64,1220,122
rec_ppo_central,large-8ag-hard,rware,CEN-29680,0.03125,,0.1875,8,1e-05,0.0001,5.0,0.05,8,32.0,0.00025,64,1220,122
rec_ppo_central,large-8ag,rware,CEN-30459,0.0,,0.40625,8,0.0,0.00025,0.5,0.1,2,64.0,0.0005,64,1220,122
rec_ppo_central,halfcheetah_6x1,mabrax,CEN-30299,3377.38623046875,,343734.5535583496,4,1e-05,0.0005,10.0,0.2,4,128.0,0.00025,64,1220,122
rec_ppo_central,humanoid_9|8,mabrax,CEN-30375,537.2860717773438,,53909.044860839844,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,ant_4x2,mabrax,CEN-30133,5814.453125,,342652.5775346756,4,0.0,0.0001,0.5,0.1,8,128.0,0.0005,64,1220,122
rec_ppo_central,walker2d_2x3,mabrax,CEN-30159,1154.693603515625,,90238.53309631348,4,0.0,0.0005,10.0,0.1,4,128.0,0.00025,64,1220,122
rec_ppo_central,hopper_3x1,mabrax,CEN-30238,1844.2066650390625,,197657.55368041992,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,5m_vs_6m,smax,CEN-29522,0.8572918176651001,,73.09271648526192,4,0.0,0.0005,10.0,0.2,4,16.0,0.0001,64,1220,122
rec_ppo_central,simple_spread_5ag,mpe,CEN-29920,-14.192081451416016,,-2751.5755491256714,2,1e-05,0.0001,5.0,0.2,8,128.0,0.00025,64,1220,122
rec_ppo_central,simple_spread_10ag,mpe,CEN-29923,-44.28363037109375,,-6018.847301483154,2,1e-05,0.0001,5.0,0.2,8,128.0,0.00025,64,1220,122
rec_ppo_central,simple_spread_3ag,mpe,CEN-29934,-6.125838279724121,,-984.8487024307251,4,1e-05,0.0005,10.0,0.2,4,128.0,0.00025,64,1220,122
rec_ppo_central,smacv2_5_units,smax,CEN-29720,0.649325966835022,,72.49932973086834,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,2s3z,smax,CEN-29715,1.3515132665634155,,105.55380479991436,4,0.0,0.0005,10.0,0.1,4,128.0,0.00025,64,1220,122
rec_ppo_central,con-7x7x5a,vector-connector,CEN-29638,0.43918758630752563,,28.907631751149893,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,15x15-4p-5f,lbf,CEN-29446,0.7055301666259766,,54.521040700376034,8,0.0,0.00025,0.5,0.1,2,64.0,0.0005,64,1220,122
rec_ppo_central,3s_vs_5z,smax,CEN-29616,1.90399968624115,,171.68089526891708,4,0.0,0.0005,10.0,0.1,4,128.0,0.00025,64,1220,122
rec_ppo_central,15x15-4p-3f,lbf,CEN-29296,0.9826388955116272,,69.61271084100008,2,0.01,0.0005,10.0,0.1,2,128.0,0.00025,64,1220,122
rec_ppo_central,10x10-3p-3f,lbf,CEN-29558,1.0,,109.5229749828577,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,8x8-2p-2f-coop,lbf,CEN-29545,1.0,,119.28125,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,15x15-3p-5f,lbf,CEN-29269,0.9153948426246643,,65.82543160021305,2,0.01,0.0005,10.0,0.1,2,128.0,0.00025,64,1220,122
rec_ppo_central,2s-8x8-2p-2f-coop,lbf,CEN-29539,1.0,,119.796875,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,medium-6ag,rware,CEN-29254,0.03125,,0.75,4,0.01,0.0005,10.0,0.05,4,128.0,0.00025,64,1220,122
rec_ppo_central,xlarge-4ag,rware,CEN-28832,0.03125,,0.40625,2,0.0,0.0005,10.0,0.1,4,128.0,0.00025,64,1220,122
rec_ppo_central,2s-10x10-3p-3f,lbf,CEN-29428,0.990384578704834,,101.77799831330776,8,0.0,0.00025,0.5,0.1,2,64.0,0.0005,64,1220,122
rec_ppo_central,xlarge-4ag-hard,rware,CEN-29365,0.0,,0.21875,4,0.0,0.0005,10.0,0.1,4,128.0,0.00025,64,1220,122
rec_ppo_central,con-5x5x3a,vector-connector,CEN-29121,0.833333432674408,,91.09959425404668,4,0.0,0.0005,0.5,0.1,4,128.0,0.00025,64,1220,122
rec_ppo_central,large-4ag-hard,rware,CEN-29238,0.03125,,0.34375,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,small-4ag-hard,rware,CEN-28940,0.03125,,0.65625,2,0.0,0.00025,0.5,0.1,8,16.0,0.0001,64,1220,122
rec_ppo_central,large-4ag,rware,CEN-29146,0.0,,0.53125,8,0.01,0.00025,10.0,0.05,2,32.0,0.00025,64,1220,122
rec_ppo_central,small-4ag,rware,CEN-28740,0.03125,,1.4375,2,0.0,0.0001,10.0,0.1,8,128.0,0.00025,64,1220,122
rec_ppo_central,tiny-4ag-hard,rware,CEN-28910,0.625,,5.84375,2,1e-05,0.0001,5.0,0.2,8,32.0,0.00025,64,1220,122
rec_ppo_central,medium-4ag-hard,rware,CEN-29110,0.0,,0.53125,4,0.01,0.0005,10.0,0.05,4,128.0,0.00025,64,1220,122
rec_ppo_central,medium-4ag,rware,CEN-28951,0.03125,,1.03125,2,0.0,0.00025,0.5,0.1,8,16.0,0.0001,64,1220,122
rec_ppo_central,tiny-2ag,rware,CEN-29116,11.34375,,823.25,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
rec_ppo_central,tiny-4ag,rware,CEN-28944,1.71875,,116.8125,2,1e-05,0.0001,5.0,0.2,8,128.0,0.00025,64,1220,122
rec_ppo_central,tiny-2ag-hard,rware,CEN-29099,7.6875,,523.09375,8,0.0,0.0005,5.0,0.1,4,64.0,0.0005,64,1220,122
